145.6, 225.7
146.5, 226.3
147.4, 226.9
148.3, 227.4
149.2, 227.9
150.1, 228.4
151.0, 228.9
152.0, 229.3
152.9, 229.8
153.8, 230.2
154.7, 230.6
155.7, 231.0
156.6, 231.3
157.5, 231.7
158.4, 232.0
159.3, 232.4
160.2, 232.7
161.1, 233.0
162.0, 233.3
162.9, 233.6
163.8, 233.8
164.7, 234.1
165.5, 234.4
166.4, 234.6
167.2, 234.9
168.1, 235.1
168.9, 235.4
169.8, 235.6
170.6, 235.8
171.5, 236.0
172.3, 236.2
173.2, 236.4
174.0, 236.6
174.8, 236.8
175.6, 236.9
176.5, 237.1
177.3, 237.3
178.1, 237.4
178.9, 237.6
179.8, 237.7
180.6, 237.8
181.4, 238.0
182.2, 238.1
183.0, 238.2
183.8, 238.3
184.6, 238.4
185.5, 238.5
186.3, 238.6
187.1, 238.7
187.9, 238.8
188.7, 238.9
189.5, 239.0
190.4, 239.1
191.2, 239.1
192.0, 239.2
192.8, 239.3
193.7, 239.3
194.5, 239.4
195.3, 239.4
196.2, 239.5
197.0, 239.5
197.8, 239.5
198.7, 239.6
199.5, 239.6
200.4, 239.6
201.2, 239.6
202.1, 239.6
203.0, 239.6
203.9, 239.6
204.7, 239.5
205.6, 239.5
206.5, 239.5
207.4, 239.4
208.3, 239.4
209.2, 239.3
210.1, 239.3
211.1, 239.2
212.0, 239.1
212.9, 239.0
213.9, 239.0
214.9, 238.9
215.8, 238.7
216.8, 238.6
217.8, 238.5
218.8, 238.4
219.8, 238.2
220.8, 238.1
221.8, 237.9
222.9, 237.7
223.9, 237.6
225.0, 237.4
226.1, 237.3
227.2, 237.1
228.4, 236.9
229.5, 236.7
230.6, 236.5
231.8, 236.2
233.0, 236.0
234.2, 235.7
235.4, 235.4
236.6, 235.0
237.8, 234.7
238.9, 234.3
240.1, 233.9
241.3, 233.4
242.5, 232.9
243.7, 232.4
244.9, 231.8
246.0, 231.3
247.2, 230.6
248.3, 230.0
249.4, 229.3
250.5, 228.5
251.5, 227.8
252.6, 227.0
253.6, 226.1
254.5, 225.2
255.5, 224.3
256.4, 223.4
257.3, 222.4
258.1, 221.4
259.0, 220.4
259.8, 219.4
260.5, 218.3
261.3, 217.2
262.0, 216.1
262.7, 215.0
263.4, 213.8
264.1, 212.7
264.7, 211.5
265.3, 210.3
265.9, 209.1
266.5, 207.8
267.0, 206.6
267.6, 205.3
268.1, 204.1
268.6, 202.8
269.0, 201.5
269.5, 200.1
269.9, 198.8
270.4, 197.5
270.8, 196.1
271.2, 194.8
271.6, 193.4
271.9, 192.0
